Fiscal_Year,Agency_Budget_Code,Agency_Acronym,Agency_Full_Name_,Measure_Name,Data_Type_Formula,Measure_Type,Directionality,Frequency,YE_Target,Q1_Actual,Q2_Actual,Q3_Actual,Q4_Actual,YE_Actual,YE_Rating_%,Rating,Budget_Program,OBJECTID
2011,DL0,BOEE,"Elections and Ethics, Board of",Phase in E-Poll Books,Percentage,Output,Up is Better,Annual,50,,,,,0,No Data,Not Rated Insufficient Data,ELECTION OPERATIONS,28
2011,DL0,BOEE,"Elections and Ethics, Board of",Provide Online Poll worker training tool,Percentage,Output,Up is Better,Annual,80,,,,,0,No Data,Not Rated Insufficient Data,ELECTION OPERATIONS,29
2011,DL0,BOEE,"Elections and Ethics, Board of",Register and vote eligible inmates in DC Jail,Raw Number,Output,Neutral,Annual,1000,,,,,0,Not Rated B,Baseline Measure,ELECTION OPERATIONS,30
2011,DL0,BOEE,"Elections and Ethics, Board of",Staff entered into national certification program,Raw Number,Output,Up is Better,Annual,6,,,,,0,No Data,Not Rated Insufficient Data,AGENCY MANAGEMENT PROGRAM,31
2011,AF0,CAB,Contract Appeals Board,Percent of protests resolved within 60 business days.,Percentage,Output,Up is Better,Annual,90,,,,75.68,75.68,84.08%,Partially Achieved,,32
2011,AF0,CAB,Contract Appeals Board,Percentage of appeals cases decided within 4 months of the cases being ready for decision.,Percentage,Output,Up is Better,Annual,90,,,,86.67,86.67,96.30%,Partially Achieved,,33
2011,AF0,CAB,Contract Appeals Board,Percentage of cases closed by the Board which are electronically archived to permit web-based retrieval and full-text searching capability,Percentage,Output,Up is Better,Annual,100,,,,44.76,44.76,44.76%,Not Achieved,,34
2011,AF0,CAB,Contract Appeals Board,Percentage of decisions sustained on appeal.,Percentage,Output,Up is Better,Annual,100,,,,0,0,0%,Not Achieved,,35
2011,AF0,CAB,Contract Appeals Board,Percentage of new cases using electronic filing system.,Percentage,Output,Up is Better,Annual,100,,,,100,100,100%,Fully Achieved,,36
2011,BX0,CAH,"Arts and Humanities, Commission on the",Grant Payments Issued on Time,Percentage,Efficiency,Up is Better,Annual,97,,,,98.63,98.63, > 100%,Fully Achieved,ARTS BUILDING COMMUNITIES,37
2011,BX0,CAH,"Arts and Humanities, Commission on the",Non DC Gov Dollars Invested,Ratio,Outcome,Up is Better,Annual,10,,,,6.74,6.74,67.38%,Partially Achieved,ARTS BUILDING COMMUNITIES,38
2011,BX0,CAH,"Arts and Humanities, Commission on the",Number of Schools/Rec Centers Served,Raw Number,Outcome,Up is Better,Annual,100,,,,141,141, > 100%,Fully Achieved,ARTS LEARNING AND OUTREACH,39
2011,BX0,CAH,"Arts and Humanities, Commission on the",Percent of New Applications,Percentage,Outcome,Up is Better,Annual,25,,,,7.43,7.43,29.73%,Not Achieved,ARTS BUILDING COMMUNITIES,40
2011,RL0,CFSA,Child and Family Services Agency,* Percent of FTM�s completed within 72 hours of entering foster care ,Percentage,Input,Up is Better,Quarterly,65,84.29,73.26,67.69,84.38,77.19, > 100%,Fully Achieved,,41
2011,RL0,CFSA,Child and Family Services Agency,Average CFSA FTE vacancy rate <13.5%,Percentage,Efficiency,Down is Better,Quarterly,13.5,10.12,10.24,11.19,12.26,10.95, > 100%,Fully Achieved,AGENCY MANAGEMENT PROGRAM,42
2011,RL0,CFSA,Child and Family Services Agency,Average Case Carrying Social Worker vacancy rate <12%,Percentage,Efficiency,Down is Better,Quarterly,12,11.02,7.82,9.05,11.93,9.96, > 100%,Fully Achieved,AGENCY MANAGEMENT PROGRAM,43
2011,RL0,CFSA,Child and Family Services Agency,"Children who enter foster care for the first time in FY2010 and who remain in foster care for 8 days or longer, the percentage discharged to permanency (reunification, guardianship, adoption)",Percentage,Input,Up is Better,Annual,45,,,,46.7,46.7, > 100%,Fully Achieved,AGENCY PROGRAMS                                   ,44
2011,RL0,CFSA,Child and Family Services Agency,Completion of foster home licensing within 150 days,Percentage,Input,Up is Better,Quarterly,70,72,74.07,88.46,100,79.27, > 100%,Fully Achieved,COMMUNITY SERVICES                                ,45
2011,RL0,CFSA,Child and Family Services Agency,Critical Event Staffings regarding fatalities of children known to CFSA will be held within 24 hours of QI notification.,Percentage,Input,Up is Better,Quarterly,95,85.71,100,100,100,94.44,99.42%,Partially Achieved,POLICY AND PLANNING,46
2011,RL0,CFSA,Child and Family Services Agency,In-House Fleet Availability rate >90%,Percentage,Efficiency,Up is Better,Quarterly,91,98.85,95.4,98.85,95,97.07, > 100%,Fully Achieved,AGENCY MANAGEMENT PROGRAM,47
2011,RL0,CFSA,Child and Family Services Agency,Number of substantiated child/abuse and neglect per 1000 children in DC ,Raw Number,Output,Neutral,Annual,0,,,,2672,2672,Not Rated W,Workload Measure,AGENCY PROGRAMS                                   ,48
2011,RL0,CFSA,Child and Family Services Agency,"Of the families referred to the Collaborative by CFSA, the percentage of families achieving successful service provision within the first quarter.",Percentage,Input,Up is Better,Quarterly,75,62.01,77.73,73.89,70.55,70.75,94.34%,Partially Achieved,COMMUNITY SERVICES                                ,49
2011,RL0,CFSA,Child and Family Services Agency,Percent of children receiving a full medical evaluation within 30 days of entering foster care,Percentage,Input,Up is Better,Quarterly,85,45.21,68.61,75.79,78.03,66.26,77.96%,Partially Achieved,CLINICAL PRACTICE                                 ,50
2011,RL0,CFSA,Child and Family Services Agency,Percent of children w/twice monthly sibling visits ,Percentage,Input,Up is Better,Quarterly,70,67.2,70.94,73.81,72.8,70.97, > 100%,Fully Achieved,AGENCY PROGRAMS                                   ,51
2011,RL0,CFSA,Child and Family Services Agency,Percent of children/youth entering or changing placements who receive a timely pre-placement health screening,Percentage,Input,Up is Better,Quarterly,90,52.29,58.26,72.95,76.57,65.67,72.97%,Not Achieved,CLINICAL PRACTICE                                 ,52
2011,RL0,CFSA,Child and Family Services Agency,Percent of children/youth in foster care receiving at least 2 visits per month from the social worker,Percentage,Input,Up is Better,Quarterly,90,90.77,91.3,91.9,89.37,90.85, > 100%,Fully Achieved,AGENCY PROGRAMS                                   ,53
2011,RL0,CFSA,Child and Family Services Agency,Percent of children/youth in-home receiving at least 2 visits per month from the social worker,Percentage,Input,Up is Better,Quarterly,90,78.99,88.48,90.6,92.35,84.81,94.24%,Partially Achieved,AGENCY PROGRAMS                                   ,54
2011,RL0,CFSA,Child and Family Services Agency,"Percent of children/youth who were victims of substantiated or indicated abuse or neglect during the first 6 months of the reporting year, who did not experience another incident of substantiated or indicated abuse or neglect within a 6-month period ",Percentage,Outcome,Up is Better,Annual,94.6,,,,94.11,94.11,99.49%,Partially Achieved,AGENCY PROGRAMS                                   ,55
2011,RL0,CFSA,Child and Family Services Agency,Percent of investigations attempted or initiated within 24 hours of being accepted,Percentage,Input,Up is Better,Quarterly,60,58.47,60.46,61.78,72.51,63.03, > 100%,Fully Achieved,AGENCY PROGRAMS                                   ,56
2011,RL0,CFSA,Child and Family Services Agency,Percent of investigations closed within 35 days,Percentage,Input,Up is Better,Quarterly,90,93.15,91.38,88.09,86.72,89.88,99.87%,Partially Achieved,AGENCY PROGRAMS                                   ,57
2011,RL0,CFSA,Child and Family Services Agency,Percent of investigators carrying under 12 investigations ,Percentage,Input,Up is Better,Quarterly,90,98.61,72.22,92.65,83.08,86.64,96.27%,Partially Achieved,AGENCY PROGRAMS                                   ,58
2011,RL0,CFSA,Child and Family Services Agency,Percentage of on-going workers carrying under 15 cases ,Percentage,Input,Up is Better,Quarterly,90,92.79,95.21,94.72,94.42,94.26, > 100%,Fully Achieved,AGENCY PROGRAMS                                   ,59
2011,RL0,CFSA,Child and Family Services Agency,Percentage of scheduled monitoring reports as defined in agency monitoring plan completed for each grant award.,Percentage,Input,Up is Better,Quarterly,100,100,100,100,100,100,100.00%,Fully Achieved,,60
2011,RL0,CFSA,Child and Family Services Agency,Percentage of subgrantees budget spent on programmatic costs,Percentage,Input,Neutral,Quarterly,65,100,100,100,100,100,Not Rated B,Baseline Measure,AGENCY MANAGEMENT PROGRAM,61
2011,RL0,CFSA,Child and Family Services Agency,Response to facilities work order requests within 72 hours,Percentage,Input,Up is Better,Quarterly,90,93.02,91.23,91.52,89.53,91.04, > 100%,Fully Achieved,AGENCY MANAGEMENT PROGRAM,62
2011,RL0,CFSA,Child and Family Services Agency,Timely completion of SPRs,Percentage,Input,Up is Better,Quarterly,90,86.84,77.25,84.46,78.37,81.3,90.33%,Partially Achieved,POLICY AND PLANNING,63
2011,RL0,CFSA,Child and Family Services Agency,Title IV-E Adoption Subsidy Penetration Rate,Percentage,Output,Up is Better,Quarterly,87,,,,,0,No Data,Not Rated Insufficient Data,AGENCY MANAGEMENT PROGRAM,64
2011,RL0,CFSA,Child and Family Services Agency,Title IV-E Adoption Subsidy Penetration Rate,Percentage,Outcome,Up is Better,Quarterly,87,86.48,85.25,84.43,85.98,85.89,98.72%,Partially Achieved,AGENCY MANAGEMENT PROGRAM,65
2011,RL0,CFSA,Child and Family Services Agency,Title IV-E Foster Care Penetration Rate,Percentage,Efficiency,Up is Better,Quarterly,50,50.27,54.33,57.75,58.63,54.68, > 100%,Fully Achieved,AGENCY MANAGEMENT PROGRAM,66
2011,RL0,CFSA,Child and Family Services Agency,Total CFSA Population ,Raw Number,Output,Neutral,Quarterly,0,4068,4072,3965,3755,15860,Not Rated W,Workload Measure,AGENCY PROGRAMS                                   ,67
2011,RL0,CFSA,Child and Family Services Agency,Total CFSA families receiving in-home services,Raw Number,Output,Neutral,Quarterly,0,631,629,619,566,2445,Not Rated W,Workload Measure,AGENCY PROGRAMS                                   ,68
2011,RL0,CFSA,Child and Family Services Agency,Total CFSA population receiving out-of-home services ,Raw Number,Output,Neutral,Quarterly,0,2049,1987,1953,1856,7845,Not Rated W,Workload Measure,AGENCY PROGRAMS                                   ,69
2011,RL0,CFSA,Child and Family Services Agency,Total number of hotline calls or hotline calls accepted for investigations,Raw Number,Output,Neutral,Quarterly,0,2991,3355,3225,2873,12444,Not Rated W,Workload Measure,AGENCY PROGRAMS                                   ,70
2011,DQ0,CJDT,"Judicial Disabilities and Tenure, Commission on",Number of Judicial Misconduct Complaints Reviewed,Raw Number,Output,Neutral,Annual,30,,,,54,54,Not Rated B,Baseline Measure,JUDICIAL DISABILITIES TENURE,71
2011,DQ0,CJDT,"Judicial Disabilities and Tenure, Commission on",Number of Judicial Misconduct Investigations Completed,Raw Number,Output,Neutral,Annual,15,,,,13,13,Not Rated B,Baseline Measure,JUDICIAL DISABILITIES TENURE,72
2011,DQ0,CJDT,"Judicial Disabilities and Tenure, Commission on",Number of Judicial Reappointment Evaluations Completed,Raw Number,Output,Neutral,Annual,2,,,,1,1,Not Rated B,Baseline Measure,JUDICIAL DISABILITIES TENURE,73
2011,DQ0,CJDT,"Judicial Disabilities and Tenure, Commission on",Number of Senior Judge Reviews Completed,Raw Number,Output,Neutral,Annual,10,,,,13,13,Not Rated B,Baseline Measure,JUDICIAL DISABILITIES TENURE,74
2011,RM0,DBH,"Behavioral Health, Department of",Adult consumers receiving supported employment services,Raw Number,Outcome,Up is Better,Quarterly,700,303,303,105,50,761, > 100%,Fully Achieved,MENTAL HEALTH AUTHORITY,75
2011,RM0,DBH,"Behavioral Health, Department of",Adult overall acceptable system scores for team formation,Percentage,Quality,Up is Better,Annual,80,,70.51,,,70.51,88.14%,Partially Achieved,MENTAL HEALTH AUTHORITY,76
2011,RM0,DBH,"Behavioral Health, Department of",Adult overall system scores for team functioning,Percentage,Quality,Up is Better,Annual,80,,62.82,,,62.82,78.53%,Partially Achieved,MENTAL HEALTH AUTHORITY,77
2011,RM0,DBH,"Behavioral Health, Department of",Child overall system scores for team formation,Percentage,Quality,Up is Better,Annual,65,,,57.47,,57.47,88.42%,Partially Achieved,MENTAL HEALTH AUTHORITY,78
2011,RM0,DBH,"Behavioral Health, Department of",Child overall system scores for team functioning,Percentage,Quality,Up is Better,Annual,48,,,49.43,,49.43, > 100%,Fully Achieved,MENTAL HEALTH AUTHORITY,79
2011,RM0,DBH,"Behavioral Health, Department of",Early Childhood Presentations,Raw Number,Output,Up is Better,Annual,50,,,,144,144, > 100%,Fully Achieved,MENTAL HEALTH SERVICES AND SUPPORTS               ,80
2011,RM0,DBH,"Behavioral Health, Department of",Early Childhood Teacher/Staff Consultations,Raw Number,Outcome,Up is Better,Annual,900,,,,1556,1556, > 100%,Fully Achieved,MENTAL HEALTH SERVICES AND SUPPORTS               ,81
2011,RM0,DBH,"Behavioral Health, Department of",Early childhood parent consultations.,Raw Number,Output,Up is Better,Annual,144,,,,230,230, > 100%,Fully Achieved,MENTAL HEALTH SERVICES AND SUPPORTS               ,82
2011,RM0,DBH,"Behavioral Health, Department of",Number of Dixon exit criteria targets met and approved for inactive monitoring by the Court Monitor,Raw Number,Outcome,Up is Better,Annual,19,,,,15,15,78.95%,Partially Achieved,MENTAL HEALTH AUTHORITY,83
2011,RM0,DBH,"Behavioral Health, Department of",Number of Physician�s Practice Group  psychiatrists  working in community CSAs,Raw Number,Input,Up is Better,Quarterly,11,0,0,0,9,9,81.82%,Partially Achieved,MENTAL HEALTH SERVICES AND SUPPORTS               ,84
2011,RM0,DBH,"Behavioral Health, Department of",Number of adult consumers receiving an ACT service,Raw Number,Outcome,Up is Better,Annual,1000,,,,1125,1125, > 100%,Fully Achieved,MENTAL HEALTH SERVICES AND SUPPORTS               ,85
2011,RM0,DBH,"Behavioral Health, Department of",Number of affordable housing units funded,Raw Number,Outcome,Up is Better,Annual,100,,,,256,256, > 100%,Fully Achieved,MENTAL HEALTH AUTHORITY,86
2011,RM0,DBH,"Behavioral Health, Department of","Number of elopements per 1,000 patient days",Ratio,Efficiency,Down is Better,Annual,0.68,,,,0.41,0.41, > 100%,Fully Achieved,SAINT ELIZABETHS HOSPITAL,87
2011,RM0,DBH,"Behavioral Health, Department of","Number of medication variances that occurred for every 1,000 patient days",Ratio,Efficiency,Down is Better,Annual,2.51,,,,1.58,1.58, > 100%,Fully Achieved,SAINT ELIZABETHS HOSPITAL,88
2011,RM0,DBH,"Behavioral Health, Department of","Number of patient injuries per 1,000 patient days",Ratio,Outcome,Down is Better,Annual,0.95,,,,0.27,0.27, > 100%,Fully Achieved,SAINT ELIZABETHS HOSPITAL,89
2011,RM0,DBH,"Behavioral Health, Department of",PALT,Ratio,Efficiency,Down is Better,Annual,60,,,,,0,No Data,Not Rated Insufficient Data,AGENCY MANAGEMENT,90
2011,RM0,DBH,"Behavioral Health, Department of",Percent of Assertive Community Treatment (ACT) teams score in acceptable range on fidelity audit,Percentage,Outcome,Up is Better,Annual,50,,,,53.85,53.85, > 100%,Fully Achieved,MENTAL HEALTH SERVICES AND SUPPORTS               ,91
2011,RM0,DBH,"Behavioral Health, Department of","Percent of MHRS eligible adults discharged from inpatient psychiatric hospitals who receive a community-based, non-emergency service within 7 days of discharge",Percentage,Efficiency,Up is Better,Quarterly,80,71.23,66.67,73.82,66.67,69.63,87.04%,Partially Achieved,MENTAL HEALTH AUTHORITY,92
2011,RM0,DBH,"Behavioral Health, Department of","Percent of MHRS eligible children discharged from inpatient psychiatric hospitals who receive a community-based, non-emergency service within 7 days of discharge",Percentage,Efficiency,Up is Better,Quarterly,80,47.06,63.41,57.95,59.09,55.96,69.95%,Not Achieved,MENTAL HEALTH AUTHORITY,93
2011,RM0,DBH,"Behavioral Health, Department of",Percent of Medicaid claims submitted to DHCF that are processed and paid ,Percentage,Efficiency,Up is Better,Quarterly,88,92.4,91.32,94.12,87,89.41, > 100%,Fully Achieved,MENTAL HEALTH FINANCING/FEE FOR SERVICE           ,94
2011,RM0,DBH,"Behavioral Health, Department of",Percent of involuntary acute admissions to Saint Elizabeths Hospital ,Percentage,Outcome,Down is Better,Quarterly,10,1.6,3.56,3.75,1.87,2.8, > 100%,Fully Achieved,SAINT ELIZABETHS HOSPITAL,95
2011,RM0,DBH,"Behavioral Health, Department of",Percent of patients readmitted to Saint Elizabeths Hospital within 30 days of discharge,Percentage,Outcome,Down is Better,Annual,8.1,,,,5.18,5.18, > 100%,Fully Achieved,SAINT ELIZABETHS HOSPITAL,96
2011,RM0,DBH,"Behavioral Health, Department of",Percent of unique patients who were restrained at least once during month,Percentage,Outcome,Down is Better,Annual,0.9,,,,0.36,0.36, > 100%,Fully Achieved,SAINT ELIZABETHS HOSPITAL,97
2011,RM0,DBH,"Behavioral Health, Department of",Percent of unique patients who were secluded at least once during month,Percentage,Outcome,Down is Better,Annual,0.5,,,,0.64,0.64,77.88%,Partially Achieved,SAINT ELIZABETHS HOSPITAL,98
2011,RM0,DBH,"Behavioral Health, Department of",Percentage of clean claims adjudicated by DHCF within 5 business days of submission,Percentage,Efficiency,Up is Better,Quarterly,100,100,100,100,100,100,100%,Fully Achieved,,99
2011,RM0,DBH,"Behavioral Health, Department of",Percentage of scheduled monitoring reports as defined in agency monitoring plan completed for each grant award ,Percentage,Outcome,Up is Better,Annual,100,,,,,0,No Data,Not Rated Insufficient Data,AGENCY MANAGEMENT,100
2011,RM0,DBH,"Behavioral Health, Department of",Percentage of subgrantees buget spent on programmatic cost.,Percentage,Efficiency,Up is Better,Annual,65,,,,,0,No Data,Not Rated Insufficient Data,AGENCY MANAGEMENT,101
2011,RM0,DBH,"Behavioral Health, Department of",Physician productivity measure (percent of staff reaching 65% minimum productivity standard),Percentage,Efficiency,Up is Better,Annual,60,,,,41.67,41.67,69.44%,Not Achieved,MENTAL HEALTH SERVICES AND SUPPORTS               ,102
2011,RM0,DBH,"Behavioral Health, Department of","Same Day Service, Urgent Care: adult and child consumers seen at intake",Raw Number,Outcome,Up is Better,Annual,3600,,,,2825,2825,78.47%,Partially Achieved,MENTAL HEALTH SERVICES AND SUPPORTS               ,103
2011,RM0,DBH,"Behavioral Health, Department of",Staff productivity measure (percent of staff reaching 60% minimum productivity standard),Percentage,Efficiency,Up is Better,Annual,60,,,,29.41,29.41,49.02%,Not Achieved,MENTAL HEALTH SERVICES AND SUPPORTS               ,104
2011,RM0,DBH,"Behavioral Health, Department of",Total inpatients served per day.,Raw Number,Outcome,Down is Better,Annual,300,,,,288,288, > 100%,Fully Achieved,SAINT ELIZABETHS HOSPITAL,105
2011,RM0,DBH,"Behavioral Health, Department of",Total number of adult consumers served,Raw Number,Demand,Up is Better,Annual,14572,,,,17642,17642, > 100%,Fully Achieved,MENTAL HEALTH AUTHORITY,106
2011,RM0,DBH,"Behavioral Health, Department of",Total number of child and youth consumers served.,Raw Number,Demand,Up is Better,Annual,4500,,,,5040,5040, > 100%,Fully Achieved,MENTAL HEALTH AUTHORITY,107
2011,BE0,DCHR,"Human Resources, Department of",# Alcohol tests of incumbents,Raw Number,Output,Up is Better,Quarterly,175,57,15,40,67,179, > 100%,Fully Achieved,,108
2011,BE0,DCHR,"Human Resources, Department of",# Criminal background checks of applicants,Raw Number,Output,Up is Better,Quarterly,900,47,134,468,200,849,94.33%,Partially Achieved,,109
2011,BE0,DCHR,"Human Resources, Department of",# Criminal background checks of incumbent employees,Raw Number,Output,Up is Better,Quarterly,648,25,401,70,63,559,86.27%,Partially Achieved,,110
2011,BE0,DCHR,"Human Resources, Department of",# Criminal background checks of volunteers,Raw Number,Output,Up is Better,Quarterly,1900,160,113,1056,327,1656,87.16%,Partially Achieved,,111
2011,BE0,DCHR,"Human Resources, Department of",# Drug tests of applicants,Raw Number,Output,Up is Better,Quarterly,1150,39,71,774,164,1048,91%,Partially Achieved,,112
2011,BE0,DCHR,"Human Resources, Department of",# Drug tests of incumbents,Raw Number,Output,Up is Better,Quarterly,1150,274,280,233,209,996,87%,Partially Achieved,,113
2011,BE0,DCHR,"Human Resources, Department of",# of HR Advisors and other management staff trained on position management,Raw Number,Output,Up is Better,Quarterly,90,0,0,0,0,0,0%,Not Achieved,,114
2011,BE0,DCHR,"Human Resources, Department of",# of audit reports submitted to agency leadership on compensation and classification issues,Raw Number,Output,Up is Better,Quarterly,4,1,3,2,1,7, > 100%,Fully Achieved,,115
2011,BE0,DCHR,"Human Resources, Department of",# of audits conducted in District government agencies,Raw Number,Output,Neutral,Quarterly,9,0,0,0,0,0,Not Rated B,Baseline Measure,,116
2011,BE0,DCHR,"Human Resources, Department of",# of cases reversed/remanded by DC Court of Appeals,Raw Number,Output,Down is Better,Quarterly,0,0,0,0,0,0,No Data,Not Rated Insufficient Data,,117
2011,BE0,DCHR,"Human Resources, Department of",# of cases that are continued for hearings,Raw Number,Output,Neutral,Quarterly,0,4,3,6,10,23,Not Rated W,Workload Measure,,118
2011,BE0,DCHR,"Human Resources, Department of",# of classification actions (new job specifications or re-certifications) completed,Raw Number,Output,Up is Better,Quarterly,400,212,130,56,57,455, > 100%,Fully Achieved,,119
2011,BE0,DCHR,"Human Resources, Department of",# of ePerformance training sessions offered to District employees,Raw Number,Output,Up is Better,Quarterly,20,0,0,8,11,19,95%,Partially Achieved,,120
2011,BE0,DCHR,"Human Resources, Department of",# of training seminars for PFRRB members,Raw Number,Output,Up is Better,Quarterly,4,1,0,1,2,4,100.00%,Fully Achieved,,121
2011,BE0,DCHR,"Human Resources, Department of",% of Capital City Fellows & Emerging Leaders accepting District positions upon completion of program,Percentage,Output,Neutral,Annual,40,,,,22.22,22.22,Not Rated B,Baseline Measure,,122
2011,BE0,DCHR,"Human Resources, Department of",% of Cases decided within two years,Percentage,Output,Neutral,Quarterly,90,80.37,125,105.13,98.37,101,Not Rated B,Baseline Measure,,123
