Fiscal_Year,Agency_Budget_Code,Agency_Acronym,Agency_Full_Name_,Measure_Name,Data_Type_Formula,Measure_Type,Directionality,Frequency,YE_Target,Q1_Actual,Q2_Actual,Q3_Actual,Q4_Actual,YE_Actual,YE_Rating_%,Rating,Budget_Program,OBJECTID
2010,DL0,BOEE,"Elections and Ethics, Board of",% of staff who completed customer service training.,Percentage,Output,Up is Better,Annual,50,,,,0,0,0%,Not Achieved,AGENCY MANAGEMENT PROGRAM,10
2010,DL0,BOEE,"Elections and Ethics, Board of",Implement �No-Fault� Absentee Voting Program,Raw Number,Output,Up is Better,Annual,2,,,,2,2,100%,Fully Achieved,ELECTION OPERATIONS,11
2010,DL0,BOEE,"Elections and Ethics, Board of",Increase in Voter Registration/Outreach Events,Percentage Change Over Time,Output,Up is Better,Annual,10,,,,,0,No Data,Not Rated Insufficient Data,ELECTION OPERATIONS,12
2010,DL0,BOEE,"Elections and Ethics, Board of",Increase poll worker recruitment efforts,Percentage Change Over Time,Output,Up is Better,Annual,15,,,,,0,No Data,Not Rated Insufficient Data,ELECTION OPERATIONS,13
2010,DL0,BOEE,"Elections and Ethics, Board of",Increase �No-Fault� Absentee Voting through voter education campaign,Percentage Change Over Time,Output,Up is Better,Annual,10,,,,,0,No Data,Not Rated Insufficient Data,ELECTION OPERATIONS,14
2010,DL0,BOEE,"Elections and Ethics, Board of",Install Helpdesk software application,Percentage,Output,Up is Better,Annual,80,,,,100,100, > 100%,Fully Achieved,AGENCY MANAGEMENT PROGRAM,15
2010,DL0,BOEE,"Elections and Ethics, Board of",New voter ID cards processed within 21 days,Percentage,Output,Up is Better,Annual,70,,,,98.21,98.21, > 100%,Fully Achieved,ELECTION OPERATIONS,16
2010,DL0,BOEE,"Elections and Ethics, Board of",Percentage of poll workers paid within 45 days of an election,Percentage,Output,Up is Better,Annual,100,,,,92.15,92.15,92.15%,Partially Achieved,ELECTION OPERATIONS,17
2010,DL0,BOEE,"Elections and Ethics, Board of",Percentage of voters who register to vote online,Percentage,Output,Neutral,Annual,50,,,,4.95,4.95,Not Rated B,Baseline Measure,ELECTION OPERATIONS,18
2010,DL0,BOEE,"Elections and Ethics, Board of",Provide Online Poll worker training tool ,Percentage,Output,Up is Better,Annual,80,,,,0,0,0.00%,Not Achieved,ELECTION OPERATIONS,19
2010,DL0,BOEE,"Elections and Ethics, Board of",Upgrade voting systems ,Percentage,Output,Up is Better,Annual,100,,,,100,100,100.00%,Fully Achieved,ELECTION OPERATIONS,20
2010,DL0,BOEE,"Elections and Ethics, Board of",Voter Identification cards processed within 3 days,Percentage,Output,Up is Better,Annual,80,,,,34.09,34.09,42.61%,Not Achieved,ELECTION OPERATIONS,21
2010,AF0,CAB,Contract Appeals Board,Percent of protests resolved within 60 business days.,Percentage,Output,Up is Better,Annual,90,,,,86.84,86.84,96.49%,Partially Achieved,,22
2010,AF0,CAB,Contract Appeals Board,Percentage of appeals cases decided within 4 months of the cases being ready for decision.,Percentage,Output,Up is Better,Annual,90,,,,80.77,80.77,89.74%,Partially Achieved,,23
2010,AF0,CAB,Contract Appeals Board,Percentage of cases closed by the Board which are electronically archived to permit web-based retrieval and full-text searching capability,Percentage,Output,Up is Better,Annual,95,,,,100,100, > 100%,Fully Achieved,,24
2010,AF0,CAB,Contract Appeals Board,Percentage of decisions sustained on appeal.,Percentage,Output,Up is Better,Annual,100,,,,100,100,100%,Fully Achieved,,25
2010,AF0,CAB,Contract Appeals Board,Percentage of new cases using electronic filing system.,Percentage,Output,Up is Better,Annual,100,,,,100,100,100.00%,Fully Achieved,,26
2010,BX0,CAH,"Arts and Humanities, Commission on the",Dollars invested from non-District Government sources per $1 investment by DCCAH.,Ratio,Output,Up is Better,Annual,4,,,,10.31,10.31, > 100%,Fully Achieved,,27
2010,BX0,CAH,"Arts and Humanities, Commission on the","Number of DC schools; DPR Centers; and community centers benefitting from DCCAH grants",Raw Number,Outcome,Up is Better,Annual,40,,,,112,112, > 100%,Fully Achieved,ARTS LEARNING FOR YOUTH,28
2010,BX0,CAH,"Arts and Humanities, Commission on the",Percent of applications received from new applicants,Percentage,Outcome,Up is Better,Annual,8,,,,41.7,41.7, > 100%,Fully Achieved,,29
2010,BX0,CAH,"Arts and Humanities, Commission on the",Percent of grant payments processed within six to eight weeks.,Percentage,Efficiency,Up is Better,Annual,96,,,,94.29,94.29,98%,Partially Achieved,LEGISLATIVE AND GRANTS MANAGEMENT,30
2010,RL0,CFSA,Child and Family Services Agency,* Percent of FTM�s completed within 72 hours of entering foster care ,Percentage,Input,Up is Better,Quarterly,75,62.32,43.75,53.09,49.5,51.66,68.88%,Not Achieved,,31
2010,RL0,CFSA,Child and Family Services Agency,*Percent  of referrals for children 0-3 for early intervention services completed  ,Percentage,Input,Up is Better,Quarterly,85,,,41.18,26.5,33.33,39.22%,Not Achieved,,32
2010,RL0,CFSA,Child and Family Services Agency,*Percent increase of pre-placement health/behavioral health pre-screenings completed following implementation of on-site screening center.,Percentage,Efficiency,Up is Better,Quarterly,100,,,,,0,No Data,Not Rated Insufficient Data,,33
2010,RL0,CFSA,Child and Family Services Agency,Average CFSA FTE vacancy rate <13.5%,Percentage,Efficiency,Down is Better,Quarterly,13.5,6.17,7.17,9.19,7.62,7.54, > 100%,Fully Achieved,,34
2010,RL0,CFSA,Child and Family Services Agency,Average Case Carrying Social Worker vacancy rate <12%,Percentage,Efficiency,Down is Better,Quarterly,12,8.47,9.31,7.72,6.07,7.89, > 100%,Fully Achieved,,35
2010,RL0,CFSA,Child and Family Services Agency,CFSA population receiving out-of-home services ,Ratio,Demand,Neutral,Quarterly,0,2120,2087,2120,2104,2107.75,Not Rated W,Workload Measure,,36
2010,RL0,CFSA,Child and Family Services Agency,Children and families receiving in-home services ,Ratio,Demand,Neutral,Quarterly,0,593,622,640,647,625.5,Not Rated W,Workload Measure,,37
2010,RL0,CFSA,Child and Family Services Agency,In-House Fleet Availability rate >90%,Percentage,Efficiency,Up is Better,Quarterly,90,92.82,92.31,92.31,93.42,92.74, > 100%,Fully Achieved,,38
2010,RL0,CFSA,Child and Family Services Agency,Number of hotline calls accepted for investigation,Raw Number,Input,Neutral,Quarterly,0,1549,1634,1765,1347,6295,Not Rated W,Workload Measure,,39
2010,RL0,CFSA,Child and Family Services Agency,Number of investigators carrying over 12 investigations ,Raw Number,Input,Down is Better,Quarterly,0,4,7,14,1,26,No Data,Not Rated Insufficient Data,,40
2010,RL0,CFSA,Child and Family Services Agency,Number of workers carrying over 15 cases ,Raw Number,Input,Down is Better,Quarterly,0,8,8,10,21,47,No Data,Not Rated Insufficient Data,,41
2010,RL0,CFSA,Child and Family Services Agency,Percent of administrative review completed,Percentage,Input,Up is Better,Quarterly,100,97.09,97.28,88.97,65.07,87.26,87.26%,Partially Achieved,,42
2010,RL0,CFSA,Child and Family Services Agency,Percent of children exiting to reunification in 12 months,Percentage,Input,Up is Better,Quarterly,70,70,69.23,76.67,72.16,72.01, > 100%,Fully Achieved,,43
2010,RL0,CFSA,Child and Family Services Agency,Percent of children receiving a full medical evaluation within 30 days of entering foster care,Percentage,Input,Up is Better,Quarterly,95,62.79,31.19,45.76,25.21,39.81,41.91%,Not Achieved,,44
2010,RL0,CFSA,Child and Family Services Agency,Percent of children w/twice monthly sibling visits ,Percentage,Input,Up is Better,Quarterly,75,69.23,66.67,66.53,66,66.99,89.32%,Partially Achieved,,45
2010,RL0,CFSA,Child and Family Services Agency,Percent of children/youth entering or changing placements who receive a timely pre-placement health screening 72 hours prior to entering foster care ,Percentage,Input,Up is Better,Quarterly,90,56.28,55.29,51.17,52.53,53.59,59.54%,Not Achieved,,46
2010,RL0,CFSA,Child and Family Services Agency,Percent of children/youth in foster care receiving at least 2 visits per month from the social worker,Percentage,Input,Up is Better,Quarterly,95,89.22,88.51,91.32,91.37,90.11,94.85%,Partially Achieved,,47
2010,RL0,CFSA,Child and Family Services Agency,Percent of children/youth in foster care who achieve permanency,Percentage,Input,Up is Better,Quarterly,50,70.79,62.69,66.15,64.91,66.14, > 100%,Fully Achieved,,48
2010,RL0,CFSA,Child and Family Services Agency,Percent of children/youth in-home receiving at least 2 visits per month from the social worker,Percentage,Input,Up is Better,Quarterly,90,77.05,74.78,74.22,78.52,76.17,84.63%,Partially Achieved,,49
2010,RL0,CFSA,Child and Family Services Agency,"Percent of children/youth who were victims of substantiated or indicated abuse or neglect during the first 6 months of the reporting year, who did not experience another incident of substantiated or indicated abuse or neglect within a 6-month period ",Percentage,Outcome,Up is Better,Annual,94.6,,,,95.9,95.9, > 100%,Baseline Measure,AGENCY MANAGEMENT PROGRAM,50
2010,RL0,CFSA,Child and Family Services Agency,Percent of children/youth with monthly visits parent-child visits,Percentage,Input,Up is Better,Quarterly,65,77.61,81.45,80,81.46,80.21, > 100%,Fully Achieved,,51
2010,RL0,CFSA,Child and Family Services Agency,Percent of chilren in children/youth receiving weekly visits wihtin the first four weeks ,Percentage,Input,Up is Better,Quarterly,90,73.97,74.85,75.76,78.84,76,84.44%,Partially Achieved,,52
2010,RL0,CFSA,Child and Family Services Agency,Percent of current case plan ,Percentage,Input,Up is Better,Quarterly,95,92.17,93.08,93.29,93.67,93.05,97.95%,Partially Achieved,,53
2010,RL0,CFSA,Child and Family Services Agency,Percent of investigations attempted or initiated within 24 hours of being accepted,Percentage,Input,Up is Better,Quarterly,75,68.5,65.3,56.32,66.37,63.73,84.97%,Partially Achieved,,54
2010,RL0,CFSA,Child and Family Services Agency,Percent of investigations closed within 30 days,Percentage,Input,Up is Better,Quarterly,80,71.55,61.29,58.38,68.57,64.61,80.76%,Partially Achieved,,55
2010,RL0,CFSA,Child and Family Services Agency,Percentage of the 45 children and youth for whom permanency is achieved through the POP,Percentage,Outcome,Up is Better,Annual,100,,,,100,100,Not Rated B,Baseline Measure,AGENCY MANAGEMENT PROGRAM,56
2010,RL0,CFSA,Child and Family Services Agency,"Rate of substantiated child abuse/neglect per 1,000 children in DC",Raw Number,Demand,Neutral,Annual,0,,,,394,394,Not Rated W,Workload Measure,,57
2010,RL0,CFSA,Child and Family Services Agency,Response to facilities work order requests within 72 hours,Percentage,Input,Up is Better,Quarterly,90,,79.59,79.59,91.75,85.01,94.45%,Partially Achieved,,58
2010,RL0,CFSA,Child and Family Services Agency,Total CFSA population ,Ratio,Demand,Neutral,Quarterly,0,4019,4030,4177,4260,4121.5,Not Rated W,Workload Measure,,59
2010,RM0,DBH,"Behavioral Health, Department of",Average daily census of patients receiving inpatient services.,Raw Number,Demand,Down is Better,Annual,316,,,,316.9,316.9,99.72%,Fully Achieved,SAINT ELIZABETHS HOSPITAL,60
2010,RM0,DBH,"Behavioral Health, Department of",Crisis stabilization bed utilization,Percentage,Efficiency,Up is Better,Quarterly,85,78.92,87.21,81.29,95.07,85.63, > 100%,Fully Achieved,MENTAL HEALTH AUTHORITY,61
2010,RM0,DBH,"Behavioral Health, Department of",Early Childhood Program Outcome Measures,Raw Number,Outcome,Up is Better,Annual,500,,,,580,580, > 100%,Fully Achieved,OFF OF PROGRAMS & POLICY,62
2010,RM0,DBH,"Behavioral Health, Department of",Number of CPEP visits,Raw Number,Demand,Neutral,Quarterly,0,1010,947,927,1059,3943,Not Rated W,Workload Measure,COMPREHENSIVE PSYCH EMER PROG,63
2010,RM0,DBH,"Behavioral Health, Department of",Number of Dixon exit criteria targets met and approved for inactive monitoring by the Court Monitor,Raw Number,Outcome,Up is Better,Semi-annual,15,,,9,3,12,80.00%,Partially Achieved,MENTAL HEALTH AUTHORITY,64
2010,RM0,DBH,"Behavioral Health, Department of",Number of elopments that occurred per 1000 patient days,Ratio,Outcome,Down is Better,Quarterly,0.75,0.62,0.28,0.57,0.14,0.41, > 100%,Fully Achieved,SAINT ELIZABETHS HOSPITAL,65
2010,RM0,DBH,"Behavioral Health, Department of",Number of medication variance that occurred for every 1000 patient days.,Ratio,Efficiency,Down is Better,Quarterly,2.64,2.16,2.96,1.29,1.46,1.98, > 100%,Fully Achieved,SAINT ELIZABETHS HOSPITAL,66
2010,RM0,DBH,"Behavioral Health, Department of",Number of mobile crisis team visits (adults),Raw Number,Demand,Up is Better,Quarterly,1300,586,559,519,497,2161, > 100%,Fully Achieved,COMPREHENSIVE PSYCH EMER PROG,67
2010,RM0,DBH,"Behavioral Health, Department of",Number of mobile crisis team visits (children),Raw Number,Demand,Up is Better,Quarterly,300,168,147,145,121,581, > 100%,Fully Achieved,,68
2010,RM0,DBH,"Behavioral Health, Department of",Number of new affordable housing units funded.,Raw Number,Input,Up is Better,Annual,100,,,,186,186, > 100%,Fully Achieved,OFF OF PROGRAMS & POLICY,69
2010,RM0,DBH,"Behavioral Health, Department of",Number of patient injuries per 1000 patient days.,Ratio,Outcome,Down is Better,Quarterly,1,1.08,1.45,2.36,2.34,1.79,55.88%,Not Achieved,SAINT ELIZABETHS HOSPITAL,70
2010,RM0,DBH,"Behavioral Health, Department of","Percent of MHRS eligible adults discharged from inpatient psychiatric hospitals who receive a community-based, non-emergency service within 7 days of discharge.",Percentage,Efficiency,Up is Better,Quarterly,70,56.14,59.5,56.31,40.61,52.78,75.40%,Partially Achieved,,71
2010,RM0,DBH,"Behavioral Health, Department of","Percent of MHRS eligible children discharged from inpatient psychiatric hospitals who receive a community-based, non-emergency service within 7 days of discharge.",Percentage,Outcome,Up is Better,Quarterly,70,47.87,49.11,48.61,36,45.89,65.56%,Not Achieved,,72
2010,RM0,DBH,"Behavioral Health, Department of",Percent of Medicaid claims submitted to DHCF that are paid.,Percentage,Efficiency,Up is Better,Annual,85,,,,91.95,91.95, > 100%,Fully Achieved,DMH FINANCIAL OPERATIONS,73
2010,RM0,DBH,"Behavioral Health, Department of",Percent of involuntary acute admissions to St. Elizabeth Hospital,Percentage,Demand,Down is Better,Quarterly,11,10.61,4.65,2.7,6.06,6.44, > 100%,Fully Achieved,MENTAL HEALTH AUTHORITY,74
2010,RM0,DBH,"Behavioral Health, Department of",Percent of patients who were restrained at least once.,Percentage,Outcome,Down is Better,Quarterly,1.1,0.44,0.91,0.09,0.38,0.46, > 100%,Fully Achieved,SAINT ELIZABETHS HOSPITAL,75
2010,RM0,DBH,"Behavioral Health, Department of",Percent of unique patients who were secluded at least once.,Percentage,Outcome,Down is Better,Quarterly,0.5,2.64,0.46,0.57,1.04,1.2,41.75%,Not Achieved,SAINT ELIZABETHS HOSPITAL,76
2010,RM0,DBH,"Behavioral Health, Department of",Percentage of clean claims adjudicated by DHCF or MCO within 5 business days of submission.,Percentage,Outcome,Up is Better,Annual,95,,,,100,100, > 100%,Fully Achieved,DMH FINANCIAL OPERATIONS,77
2010,RM0,DBH,"Behavioral Health, Department of",Total number of adult consumers receiving an ACT service.,Raw Number,Outcome,Up is Better,Annual,650,,,,979,979, > 100%,Fully Achieved,MENTAL HEALTH AUTHORITY,78
2010,RM0,DBH,"Behavioral Health, Department of",Total number of adult consumers served,Raw Number,Demand,Up is Better,Annual,13800,,,,15549,15549, > 100%,Fully Achieved,MENTAL HEALTH AUTHORITY,79
2010,RM0,DBH,"Behavioral Health, Department of",Total number of children/youth consumers served.,Raw Number,Demand,Up is Better,Annual,5775,,,,4281,4281,74.13%,Partially Achieved,MENTAL HEALTH AUTHORITY,80
2010,BE0,DCHR,"Human Resources, Department of",# of audit reports submitted to agency leadership on compensation and classification issues,Raw Number,Output,Up is Better,Quarterly,4,1,0,0,4,5, > 100%,Fully Achieved,COMPENSATION AND CLASSIFICATION,81
2010,BE0,DCHR,"Human Resources, Department of",# of audits conducted in District government agencies,Raw Number,Output,Up is Better,Quarterly,23,3,2,2,0,7,30.43%,Not Achieved,"POLICY, PROGRAM AND PROF. DEVELOPMENT",82
2010,BE0,DCHR,"Human Resources, Department of",# of classification actions,Raw Number,Output,Down is Better,Quarterly,600,205,203,171,207,786,76.34%,Partially Achieved,COMPENSATION AND CLASSIFICATION,83
2010,BE0,DCHR,"Human Resources, Department of",# of communication documents posted online for current and prospective employees as it relates to total rewards,Raw Number,Output,Neutral,Quarterly,2,35,17,27,0,79,Not Rated B,Baseline Measure,COMPENSATION AND CLASSIFICATION,84
2010,BE0,DCHR,"Human Resources, Department of",# of ePerformance training sessions offered to District employees,Raw Number,Output,Up is Better,Quarterly,20,5,2,0,136,143, > 100%,Fully Achieved,COMPENSATION AND CLASSIFICATION,85
2010,BE0,DCHR,"Human Resources, Department of",% of Capital City Fellows & Emerging Leaders accepting District positions upon completion of program,Percentage,Output,Up is Better,Annual,30,,,,47.37,47.37, > 100%,Fully Achieved,CENTER FOR WORKFORCE DEVELOPMENT,86
2010,BE0,DCHR,"Human Resources, Department of",% of Certified Public Managers transitioning into management positions and/or leadership roles within one year of certification,Percentage,Output,Up is Better,Annual,30,,,,27.27,27.27,90.91%,Partially Achieved,CENTER FOR WORKFORCE DEVELOPMENT,87
2010,BE0,DCHR,"Human Resources, Department of",% of HR Advisors having a positive view of classification and position description enhancements,Percentage,Output,Up is Better,Annual,80,,,,,0,No Data,Not Rated Insufficient Data,COMPENSATION AND CLASSIFICATION,88
2010,BE0,DCHR,"Human Resources, Department of",% of electronic recruitment processing completed within 48 hours,Percentage,Output,Up is Better,Quarterly,80,34.55,20.27,21.43,61.33,29.08,36.36%,Not Achieved,"POLICY, PROGRAM AND PROF. DEVELOPMENT",89
2010,BE0,DCHR,"Human Resources, Department of",% of employees enrolled in Direct Deposit,Percentage,Output,Up is Better,Quarterly,75,99.05,92.8,91.75,90.28,93.49, > 100%,Fully Achieved,BENEFITS AND SUPPORT SERVICES,90
2010,BE0,DCHR,"Human Resources, Department of",% of employees enrolled in ESS,Percentage,Output,Up is Better,Quarterly,75,93.26,94.54,94.05,90.71,93.14, > 100%,Fully Achieved,BENEFITS AND SUPPORT SERVICES,91
2010,BE0,DCHR,"Human Resources, Department of",% of employees participating in Deferred Compensation,Percentage,Output,Up is Better,Quarterly,50,38.48,40.11,39.09,39.03,39.17,78.35%,Partially Achieved,BENEFITS AND SUPPORT SERVICES,92
2010,BE0,DCHR,"Human Resources, Department of",% of new position descriptions written with minimum qualifications,Percentage,Output,Up is Better,Quarterly,80,22.6,21.74,14.77,29.3,23.12,28.90%,Not Achieved,COMPENSATION AND CLASSIFICATION,93
2010,BE0,DCHR,"Human Resources, Department of",% of salary surveys completed within 14 days or survey deadline,Percentage,Outcome,Up is Better,Quarterly,95,100,100,100,83.33,97.18, > 100%,Fully Achieved,COMPENSATION AND CLASSIFICATION,94
2010,BE0,DCHR,"Human Resources, Department of",Average time (hours) spent per employee in WDA instructor led training,Ratio,Outcome,Up is Better,Annual,8,,,,5.37,5.37,67.10%,Not Achieved,CENTER FOR WORKFORCE DEVELOPMENT,95
2010,BE0,DCHR,"Human Resources, Department of",Average time (hours) spent per employee in WDA online training,Ratio,Output,Up is Better,Annual,4,,,,4.76,4.76, > 100%,Fully Achieved,CENTER FOR WORKFORCE DEVELOPMENT,96
2010,BE0,DCHR,"Human Resources, Department of",Percent of Applicants that are District residents,Percentage,Output,Up is Better,Quarterly,40,42.16,40.69,44.21,38.23,41.69, > 100%,Fully Achieved,"POLICY, PROGRAM AND PROF. DEVELOPMENT",97
2010,BE0,DCHR,"Human Resources, Department of",Percent of applicants reporting satisfied or extremely satisfied with DCHR customer service,Percentage,Output,Up is Better,Quarterly,80,100,84.62,88.46,99.15,98.54, > 100%,Fully Achieved,CUSTOMER SERVICE,98
2010,BE0,DCHR,"Human Resources, Department of",Percent of management employees reporting satisfaction with human  resources services,Percentage,Output,Up is Better,Quarterly,95,100,97.87,99.6,100,99.34, > 100%,Fully Achieved,DC OFFICE OF PERSONNEL,99
2010,BE0,DCHR,"Human Resources, Department of",Percent of non-management employees reporting satisfaction with human  resources services,Percentage,Output,Up is Better,Quarterly,95,98.73,99.45,99.48,99.01,99.24, > 100%,Fully Achieved,DC OFFICE OF PERSONNEL,100
2010,BE0,DCHR,"Human Resources, Department of",Percentage of MSS Employees that are District Residents,Percentage,Output,Up is Better,Quarterly,0,39.68,41.8,38.2,39.41,39.75,No Data,Not Rated Insufficient Data,DC OFFICE OF PERSONNEL,101
2010,BE0,DCHR,"Human Resources, Department of",Percentage of responses to customer inquiries within 24 hours,Percentage,Output,Up is Better,Annual,80,,,,100,100, > 100%,Fully Achieved,DC OFFICE OF PERSONNEL,102
2010,BE0,DCHR,"Human Resources, Department of",Total Number of Vacancies,Raw Number,Output,Down is Better,Quarterly,0,424,410,413,534,1781,No Data,Not Rated Insufficient Data,"POLICY, PROGRAM AND PROF. DEVELOPMENT",103
2010,DC0,DCL,Lottery and Charitable Games COntrol Board,1st quarter transfer,Dollar Amount,Output,Up is Better,Quarterly,0,11375000,22250000,,,33625000,No Data,Not Rated Insufficient Data,,104
2010,FK0,DCNG,"National Guard, District of Columbia",# of completion/graduates from About Face Program ,Raw Number,Output,Up is Better,Semi-annual,90,,0,,0,0,0.00%,Not Achieved,EMERGENCY RESPONSE,105
2010,FK0,DCNG,"National Guard, District of Columbia",# of completion/graduates from Youth Leaders Camp ,Raw Number,Output,Up is Better,Annual,120,,,,110,110,91.67%,Partially Achieved,EMERGENCY RESPONSE,106
2010,FK0,DCNG,"National Guard, District of Columbia",# of participants from Drug Education for Youth (DEFY) program ,Raw Number,Output,Up is Better,Annual,120,,,,120,120,100%,Fully Achieved,EMERGENCY RESPONSE,107
2010,FK0,DCNG,"National Guard, District of Columbia",# of participants from Youth Challenge program (DCYCP) ,Raw Number,Output,Up is Better,Semi-annual,60,,18,,26,44,73.33%,Not Achieved,EMERGENCY RESPONSE,108
2010,FK0,DCNG,"National Guard, District of Columbia",End strength,Raw Number,Output,Up is Better,Annual,2654,,,,2479,2479,93.41%,Partially Achieved,EMERGENCY RESPONSE,109
2010,FK0,DCNG,"National Guard, District of Columbia",Number of Counter Drug Operation ,Raw Number,Output,Up is Better,Quarterly,50,10,10,15,15,50,100.00%,Fully Achieved,EMERGENCY RESPONSE,110
2010,FK0,DCNG,"National Guard, District of Columbia",Nunber of Civil Support Team exercise hours ,Raw Number,Output,Up is Better,Quarterly,5900,720,800,840,877,3237,54.86%,Not Achieved,EMERGENCY RESPONSE,111
2010,FK0,DCNG,"National Guard, District of Columbia",Nunber of Preparedness exercises ,Raw Number,Output,Up is Better,Quarterly,20,3,7,2,2,14,70%,Not Achieved,EMERGENCY RESPONSE,112
2010,BY0,DCOA,"Aging, District of Columbia Office on",Average delivery time per home delivered meal,Raw Number,Efficiency,Down is Better,Quarterly,2.5,2.5,2.5,2.5,2.5,10,25%,Not Achieved,INHOME & CONTINUING CARE PROGRAM,113
2010,BY0,DCOA,"Aging, District of Columbia Office on",Average time (days) to close ADRC case,Raw Number,Input,Down is Better,Quarterly,14,14,14,14,14,56,25%,Not Achieved,"CONSUMER INFO.,ASSIST& OUTREACH",114
2010,BY0,DCOA,"Aging, District of Columbia Office on",Cost savings from vehicle maintenance due to new vehicles,Dollar Amount,Efficiency,Up is Better,Annual,100000,,,,25000,25000,25%,Not Achieved,COMMUNITY BASED SUPPORT PROGRAM,115
2010,BY0,DCOA,"Aging, District of Columbia Office on",Number of elderly and disabled customers served for all services (DCOA and ADRC),Raw Number,Input,Up is Better,Annual,19000,,,,339,339,1.78%,Not Achieved,COMMUNITY BASED SUPPORT PROGRAM,116
2010,BY0,DCOA,"Aging, District of Columbia Office on",Number of new EPD Waiver applications and re-certifications processed (DHS:IMA and ADRC combined),Raw Number,Outcome,Up is Better,Quarterly,3500,587,608,719,855,2769,79.11%,Partially Achieved,"CONSUMER INFO.,ASSIST& OUTREACH",117
2010,BY0,DCOA,"Aging, District of Columbia Office on",Number of new customers served by ADRC age 18-59,Raw Number,Outcome,Up is Better,Quarterly,500,186,143,144,536,1009, > 100%,Fully Achieved,"CONSUMER INFO.,ASSIST& OUTREACH",118
2010,BY0,DCOA,"Aging, District of Columbia Office on",Number of organized Aging in Place programs and Senior Villages funded and operational,Raw Number,Output,Up is Better,Annual,5,,,,5,5,100%,Fully Achieved,COMMUNITY BASED SUPPORT PROGRAM,119
2010,BY0,DCOA,"Aging, District of Columbia Office on",Number of persons attending DCOA/ADRC outreach events and activities,Raw Number,Input,Up is Better,Quarterly,14000,13110,2057,9074,8277,32518, > 100%,Fully Achieved,"CONSUMER INFO.,ASSIST& OUTREACH",120
2010,BY0,DCOA,"Aging, District of Columbia Office on","Number of seniors receiving health promotion, nutrition education and counselling programs at centers and network sites",Raw Number,Output,Up is Better,Annual,7000,,,,3910,3910,55.86%,Not Achieved,COMMUNITY BASED SUPPORT PROGRAM,121
2010,BY0,DCOA,"Aging, District of Columbia Office on",Percent of seniors seeking employment and receiving job placements,Percentage,Outcome,Up is Better,Annual,50,,,,33.6,33.6,67.20%,Not Achieved,EMPLOYMENT SERVICES ACTIVITY,122
2010,BY0,DCOA,"Aging, District of Columbia Office on",Percentage of persons requesting and receiving nutritious meals,Percentage,Demand,Up is Better,Quarterly,98,99.58,99.9,99.06,99.36,99.48, > 100%,Fully Achieved,COMMUNITY BASED SUPPORT PROGRAM,123
