Fiscal_Year,Agency_Budget_Code,Agency_Acronym,Agency_Full_Name_,Measure_Name,Data_Type_Formula,Measure_Type,Directionality,Frequency,YE_Target,Q1_Actual,Q2_Actual,Q3_Actual,Q4_Actual,YE_Actual,YE_Rating_%,Rating,Budget_Program,OBJECTID
2012,DL0,BOEE,"Elections and Ethics, Board of",Number of voter registration applications received (new and updates),Raw Number,Demand,Neutral,Annual,0,,,,31776,31776,Not Rated W,Workload Measure,AGENCY MANAGEMENT PROGRAM,23
2012,DL0,BOEE,"Elections and Ethics, Board of",Total ballots cast and counted,Raw Number,Demand,Neutral,Annual,0,,,,64361,64361,Not Rated W,Workload Measure,AGENCY MANAGEMENT PROGRAM,24
2012,AF0,CAB,Contract Appeals Board,Percent of protests resolved within 60 business days.,Percentage,Output,Up is Better,Annual,90,,,,88.89,88.89,99%,Partially Achieved,CONTRACT APPEALS BOARD,25
2012,AF0,CAB,Contract Appeals Board,Percentage of appeals cases decided within 4 months of the cases being ready for decision.,Percentage,Output,Up is Better,Annual,90,,,,91.18,91.18, > 100%,Fully Achieved,CONTRACT APPEALS BOARD,26
2012,AF0,CAB,Contract Appeals Board,Percentage of cases closed by the Board which are electronically archived to permit web-based retrieval and full-text searching capability,Percentage,Output,Up is Better,Annual,100,,,,100,100,100%,Fully Achieved,,27
2012,AF0,CAB,Contract Appeals Board,Percentage of decisions sustained on appeal.,Percentage,Output,Up is Better,Annual,100,,,,0,0,0%,Not Achieved,,28
2012,AF0,CAB,Contract Appeals Board,Percentage of new cases using electronic filing system.,Percentage,Output,Up is Better,Annual,100,,,,100,100,100%,Fully Achieved,CONTRACT APPEALS BOARD,29
2012,BX0,CAH,"Arts and Humanities, Commission on the",Dollars invested from non-District Government sources per $1 investment by DCCAH.,Ratio,Outcome,Up is Better,Quarterly,6.25,6.890000,10.9,,,9.56, > 100%,Fully Achieved,ARTS BUILDING COMMUNITIES,30
2012,BX0,CAH,"Arts and Humanities, Commission on the","Number of DC schools; DPR Centers; and community centers benefitting from DCCAH grants.",Raw Number,Outcome,Up is Better,Quarterly,120,76,10,7,42,135, > 100%,Fully Achieved,ARTS BUILDING COMMUNITIES,31
2012,BX0,CAH,"Arts and Humanities, Commission on the",Percent of Grants to New Applicants,Percentage,Outcome,Up is Better,Quarterly,4,11.760000,0,,,11.2, > 100%,Fully Achieved,AGENCY MANAGEMENT PROGRAM,32
2012,BX0,CAH,"Arts and Humanities, Commission on the",Percent of grant payments processed within six to eight weeks.,Percentage,Efficiency,Up is Better,Quarterly,97,100,100,100,,100, > 100%,Fully Achieved,ADMINISTRATION,33
2012,BX0,CAH,"Arts and Humanities, Commission on the",Percent of scheduled monitoring reports as defined in agency monitoring plan completed for each grant award,Percentage,Efficiency,Up is Better,Quarterly,100,10.220000,741.67,1566.67,1450,100,100.00%,Fully Achieved,ADMINISTRATION,34
2012,RL0,CFSA,Child and Family Services Agency,Average CFSA FTE vacancy rate <13.5,Percentage,Outcome,Down is Better,Quarterly,13.5,11.570000,11.69,12.06,12.3,11.91, > 100%,Fully Achieved,AGENCY MANAGEMENT PROGRAM,35
2012,RL0,CFSA,Child and Family Services Agency,Average Case Carrying Social Worker vacancy rate <12%,Percentage,Output,Down is Better,Quarterly,12,11.930000,13.64,11.98,11.16,12.18,99%,Partially Achieved,AGENCY MANAGEMENT PROGRAM,36
2012,RL0,CFSA,Child and Family Services Agency,Child Fatality Case Review Backlog,Raw Number,Output,Down is Better,Quarterly,0.01,0.010000,0,0,0,0.01,100%,Fully Achieved,POLICY AND PLANNING,37
2012,RL0,CFSA,Child and Family Services Agency,"Children who enter foster care for the first time in FY2010 and who remain in foster care for 8 days or longer, the percentage discharged to permanency (reunification, guardianship, adoption)",Percentage,Output,Up is Better,Annual,45,,,,45.26,45.26, > 100%,Fully Achieved,AGENCY PROGRAMS                                   ,38
2012,RL0,CFSA,Child and Family Services Agency,Completion of Quality Service Reviews,Raw Number,Output,Neutral,Annual,65,,,,62,62,Not Rated B,Baseline Measure,POLICY AND PLANNING,39
2012,RL0,CFSA,Child and Family Services Agency,Completion of foster home licensing within 150 days,Percentage,Output,Up is Better,Quarterly,70,77.420000,73.08,54.55,29.49,42.98,61.40%,Not Achieved,COMMUNITY SERVICES                                ,40
2012,RL0,CFSA,Child and Family Services Agency,Critical Event Staffings regarding fatalities of children known to CFSA will be held within 24 hours of QI notification,Percentage,Output,Up is Better,Quarterly,95,100,100,100,100,100, > 100%,Fully Achieved,AGENCY PROGRAMS                                   ,41
2012,RL0,CFSA,Child and Family Services Agency,In-House Fleet Availability rate >90%,Percentage,Output,Up is Better,Quarterly,91,96.250000,93.75,171.43,96.2,112.62, > 100%,Fully Achieved,AGENCY MANAGEMENT PROGRAM,42
2012,RL0,CFSA,Child and Family Services Agency,Number of hotline calls accepted for investigation ,Raw Number,Output,Neutral,Quarterly,0,1594,1920,1743,2051,7308,Not Rated W,Workload Measure,AGENCY PROGRAMS                                   ,43
2012,RL0,CFSA,Child and Family Services Agency,Percent of FTM�s completed prior to or within 72 hours of child entering foster care,Percentage,Output,Up is Better,Quarterly,65,85.140000,85.92,88.24,51.28,80.43, > 100%,Fully Achieved,CLINICAL PRACTICE                                 ,44
2012,RL0,CFSA,Child and Family Services Agency,Percent of children receiving a full medical evaluations within 30 days of entering foster care,Percentage,Output,Up is Better,Quarterly,85,77.230000,74.1,60.3,59.15,69.6,81.88%,Partially Achieved,CLINICAL PRACTICE                                 ,45
2012,RL0,CFSA,Child and Family Services Agency,Percent of children with twice monthly sibling visits,Percentage,Output,Up is Better,Quarterly,80,75.950000,81.98,78.8,81.9,79.67,99.59%,Partially Achieved,AGENCY PROGRAMS                                   ,46
2012,RL0,CFSA,Child and Family Services Agency,Percent of children/youth entering or re-entering placements who receive a timely pre-placement health screening,Percentage,Output,Up is Better,Quarterly,95,92.590000,90.79,92.16,91.46,91.72,96.55%,Partially Achieved,CLINICAL PRACTICE                                 ,47
2012,RL0,CFSA,Child and Family Services Agency,Percent of children/youth in foster care receiving at least 2 visits per month,Percentage,Output,Up is Better,Quarterly,90,91.380000,92.85,93.64,95.37,93.24, > 100%,Fully Achieved,AGENCY PROGRAMS                                   ,48
2012,RL0,CFSA,Child and Family Services Agency,Percent of children/youth in-home receiving at least 2 visits per month,Percentage,Output,Up is Better,Quarterly,85,92.360000,94.29,93.39,93.31,93.34, > 100%,Fully Achieved,AGENCY PROGRAMS                                   ,49
2012,RL0,CFSA,Child and Family Services Agency,Percent of children/youth who experience a placement change shall have a replacement health screening,Percentage,Output,Up is Better,Quarterly,90,74.030000,77.95,78.29,77.39,77.03,85.59%,Partially Achieved,CLINICAL PRACTICE                                 ,50
2012,RL0,CFSA,Child and Family Services Agency,"Percent of children/youth who were victims of substantiated or indicated abuse or neglect during the first 6 months of the reporting year, who did not experience another incident of substantiated or indicated abuse or neglect within a 6-month period",Percentage,Outcome,Up is Better,Quarterly,94.6,93.810000,93.81,93.81,93.81,93.81,99.17%,Partially Achieved,AGENCY PROGRAMS                                   ,51
2012,RL0,CFSA,Child and Family Services Agency,Percent of investigations closed within 35 days,Percentage,Output,Up is Better,Quarterly,90,86.780000,83.97,80,72.56,80.86,89.84%,Partially Achieved,AGENCY PROGRAMS                                   ,52
2012,RL0,CFSA,Child and Family Services Agency,Percent of investigations initiated or attempted within 48 hours,Percentage,Output,Up is Better,Quarterly,90,91.060000,92.19,91.57,66.41,85.53,95.03%,Partially Achieved,AGENCY PROGRAMS                                   ,53
2012,RL0,CFSA,Child and Family Services Agency,Percentage of foster homes with valid and current licenses,Percentage,Output,Up is Better,Quarterly,95,93.220000,93.57,95.51,96.88,94.75,99.74%,Partially Achieved,COMMUNITY SERVICES                                ,54
2012,RL0,CFSA,Child and Family Services Agency,Percentage of group homes with a valid and current license.,Percentage,Output,Up is Better,Quarterly,95,100,100,98.53,96.77,98.9, > 100%,Fully Achieved,COMMUNITY SERVICES                                ,55
2012,RL0,CFSA,Child and Family Services Agency,Percentage of on-going social workers carrying under 15 cases.,Percentage,Output,Up is Better,Quarterly,90,97.550000,97.53,96.52,97.78,97.35, > 100%,Fully Achieved,AGENCY PROGRAMS                                   ,56
2012,RL0,CFSA,Child and Family Services Agency,Rate of substantiated child/abuse and neglect per 1000 children in DC,Raw Number,Output,Neutral,Annual,0,,,,21.4,21.4,Not Rated W,Workload Measure,AGENCY MANAGEMENT PROGRAM,57
2012,RL0,CFSA,Child and Family Services Agency,Response to facilities work order requests within 72 business hours,Percentage,Output,Up is Better,Quarterly,90,94.990000,91.4,81.15,46.51,81.87,90.96%,Partially Achieved,AGENCY MANAGEMENT PROGRAM,58
2012,RL0,CFSA,Child and Family Services Agency,Timely completion of Structured Progress Reviews for youth between the ages of 0-17,Percentage,Output,Up is Better,Quarterly,90,81.900000,79.52,84.27,,81.7,90.78%,Partially Achieved,POLICY AND PLANNING,59
2012,RL0,CFSA,Child and Family Services Agency,Title IV E Adoption Subsidy Pentration Rate,Percentage,Outcome,Up is Better,Quarterly,87,84.020000,84.16,84.27,83.86,84.08,96.64%,Partially Achieved,AGENCY MANAGEMENT PROGRAM,60
2012,RL0,CFSA,Child and Family Services Agency,Title IV-E Foster Care Penetration Rate,Percentage,Output,Up is Better,Quarterly,50,58.160000,59.64,60.38,58.35,59.14, > 100%,Fully Achieved,AGENCY MANAGEMENT PROGRAM,61
2012,RL0,CFSA,Child and Family Services Agency,Total CFSA families receiving in-home services,Raw Number,Output,Neutral,Quarterly,0,557,547,586,577,2267,Not Rated W,Workload Measure,AGENCY MANAGEMENT PROGRAM,62
2012,RL0,CFSA,Child and Family Services Agency,Total CFSA population,Raw Number,Output,Neutral,Quarterly,0,3607,360700,3677,3556,371540,Not Rated W,Workload Measure,AGENCY MANAGEMENT PROGRAM,63
2012,RL0,CFSA,Child and Family Services Agency,Total CFSA population receiving out-of-home of services,Raw Number,Output,Neutral,Quarterly,0,1744,1747,1684,1564,6739,Not Rated W,Workload Measure,AGENCY MANAGEMENT PROGRAM,64
2012,RL0,CFSA,Child and Family Services Agency,Total number of children served in-home,Raw Number,Output,Neutral,Quarterly,0,1858,1855,1987,1978,7678,Not Rated W,Workload Measure,AGENCY MANAGEMENT PROGRAM,65
2012,RL0,CFSA,Child and Family Services Agency,Total number of hotline calls,Raw Number,Output,Neutral,Quarterly,0,3199,3525,3243,3061,13028,Not Rated W,Workload Measure,AGENCY MANAGEMENT PROGRAM,66
2012,DQ0,CJDT,"Judicial Disabilities and Tenure, Commission on",Number of Judicial Misconduct Complaints Reviewed,Raw Number,Output,Neutral,Annual,35,,,,79,79,Not Rated B,Baseline Measure,JUDICIAL DISABILITIES TENURE,67
2012,DQ0,CJDT,"Judicial Disabilities and Tenure, Commission on",Number of Judicial Misconduct Investigations Completed,Raw Number,Output,Neutral,Annual,15,,,,37,37,Not Rated B,Baseline Measure,JUDICIAL DISABILITIES TENURE,68
2012,DQ0,CJDT,"Judicial Disabilities and Tenure, Commission on",Number of Judicial Reappointment Evaluations Completed ,Raw Number,Output,Neutral,Annual,2,,,,2,2,Not Rated B,Baseline Measure,JUDICIAL DISABILITIES TENURE,69
2012,DQ0,CJDT,"Judicial Disabilities and Tenure, Commission on",Number of Senior Judge Reviews Completed,Raw Number,Output,Neutral,Annual,13,,,,15,15,Not Rated B,Baseline Measure,JUDICIAL DISABILITIES TENURE,70
2012,DQ0,CJDT,"Judicial Disabilities and Tenure, Commission on","Number of judicial misconduct complaints reviewed, and misconduct investigations conducted concerning matters within the Commissions jurisdiction.",Raw Number,Output,Neutral,Annual,0,,,,79,79,Not Rated W,Workload Measure,JUDICIAL DISABILITIES TENURE,71
2012,DQ0,CJDT,"Judicial Disabilities and Tenure, Commission on",Number of performance and fitness reviews of retiring and senior judges eligible for reappointment to senior status.,Raw Number,Output,Neutral,Annual,0,,,,15,15,Not Rated W,Workload Measure,JUDICIAL DISABILITIES TENURE,72
2012,DQ0,CJDT,"Judicial Disabilities and Tenure, Commission on",Number of reappointment evaluations of eligible associate judges.,Raw Number,Output,Neutral,Annual,0,,,,2,2,Not Rated W,Workload Measure,JUDICIAL DISABILITIES TENURE,73
2012,RM0,DBH,"Behavioral Health, Department of",300 net new supported housing vouchers/subsidies and/or capital housing units ,Raw Number,Outcome,Up is Better,Annual,100,,,,186,186, > 100%,Fully Achieved,MENTAL HEALTH SERVICES AND SUPPORTS               ,74
2012,RM0,DBH,"Behavioral Health, Department of",Adults receive at least one (1) non-crisis service in a non-emergency setting within 30 days of discharge from a psychiatric hospitalization,Percentage,Outcome,Up is Better,Quarterly,80,81.420000,83.51,78.48,79.93,80.78, > 100%,Fully Achieved,MENTAL HEALTH SERVICES AND SUPPORTS               ,75
2012,RM0,DBH,"Behavioral Health, Department of",Adults receive at least one (1) non-crisis service in a non-emergency setting within 7 days of discharge from a psychiatric hospitalization ,Percentage,Outcome,Up is Better,Quarterly,70,73.910000,74.39,68.21,69.2,71.3, > 100%,Fully Achieved,MENTAL HEALTH SERVICES AND SUPPORTS               ,76
2012,RM0,DBH,"Behavioral Health, Department of",Average quality score adults,Percentage,Outcome,Up is Better,Annual,80,,,,,0,No Data,Not Rated Insufficient Data,MENTAL HEALTH AUTHORITY,77
2012,RM0,DBH,"Behavioral Health, Department of",Average quality score child,Percentage,Outcome,Up is Better,Annual,80,,,,,0,No Data,Not Rated Insufficient Data,MENTAL HEALTH AUTHORITY,78
2012,RM0,DBH,"Behavioral Health, Department of",Baseline & reduced C/Y bed days in PRTFs,Percentage,Outcome,Down is Better,Annual,0,,,,,0,No Data,Not Rated Insufficient Data,MENTAL HEALTH SERVICES AND SUPPORTS               ,79
2012,RM0,DBH,"Behavioral Health, Department of",C/Y CSRs overall system performance,Percentage,Outcome,Up is Better,Annual,65,,,65.17,,65.17, > 100%,Fully Achieved,MENTAL HEALTH AUTHORITY,80
2012,RM0,DBH,"Behavioral Health, Department of",C/Y receive at least one (1) non-crisis service in a non-emergency setting within 30 days of discharge from a psychiatric hospitalization,Percentage,Outcome,Up is Better,Quarterly,80,78.430000,87.12,74.07,77.97,79.37,99.21%,Partially Achieved,MENTAL HEALTH SERVICES AND SUPPORTS               ,81
2012,RM0,DBH,"Behavioral Health, Department of",C/Y receive at least one (1) non-crisis service in a non-emergency setting within 7 days of discharge from a psychiatric hospitalization,Percentage,Outcome,Up is Better,Quarterly,70,62.090000,62.88,56.3,62.71,60.97,87.10%,Partially Achieved,MENTAL HEALTH SERVICES AND SUPPORTS               ,82
2012,RM0,DBH,"Behavioral Health, Department of",Crisis stabilization bed utilization ,Percentage,Outcome,Neutral,Annual,0,,,,84.82,84.82,Not Rated W,Workload Measure,AGENCY MANAGEMENT,83
2012,RM0,DBH,"Behavioral Health, Department of","Elopements per 1,000 patient days",Percentage,Efficiency,Down is Better,Quarterly,0.45,0.020000,0.04,0.02,0.02,0.03, > 100%,Fully Achieved,SAINT ELIZABETHS HOSPITAL,84
2012,RM0,DBH,"Behavioral Health, Department of",Improve total Medicaid claims paid by facilitating providers reducing DHCF denials.,Percentage,Outcome,Down is Better,Annual,5,,,,5.46,5.46,91.54%,Partially Achieved,MENTAL HEALTH FINANCING/FEE FOR SERVICE           ,85
2012,RM0,DBH,"Behavioral Health, Department of",Improve total Medicaid claims paid by reducing exceptions on the front end.,Percentage,Outcome,Down is Better,Annual,3,,,,2.06,2.06, > 100%,Fully Achieved,MENTAL HEALTH FINANCING/FEE FOR SERVICE           ,86
2012,RM0,DBH,"Behavioral Health, Department of",Increase C/Y receiving FFT,Percentage,Outcome,Up is Better,Annual,20,,,,228.57,228.57, > 100%,Fully Achieved,MENTAL HEALTH SERVICES AND SUPPORTS               ,87
2012,RM0,DBH,"Behavioral Health, Department of",Increase C/Y receiving HFW,Percentage,Outcome,Up is Better,Annual,10,,,,121.55,121.55, > 100%,Fully Achieved,MENTAL HEALTH SERVICES AND SUPPORTS               ,88
2012,RM0,DBH,"Behavioral Health, Department of",Increase C/Y receiving MST,Percentage,Outcome,Up is Better,Annual,20,,,,76.77,76.77, > 100%,Fully Achieved,MENTAL HEALTH SERVICES AND SUPPORTS               ,89
2012,RM0,DBH,"Behavioral Health, Department of",Increase number of consumers receiving supported employment service,Percentage,Outcome,Up is Better,Annual,10,,,,90.44,90.44, > 100%,Fully Achieved,MENTAL HEALTH SERVICES AND SUPPORTS               ,90
2012,RM0,DBH,"Behavioral Health, Department of",Involuntary acute admissions to Saint Elizabeths Hospital,Percentage,Outcome,Neutral,Annual,0,,,,1.73,1.73,Not Rated W,Workload Measure,AGENCY MANAGEMENT,91
2012,RM0,DBH,"Behavioral Health, Department of",MHSD intake/Same Day Service Urgent Care Clinic � child/youth ,Raw Number,Outcome,Neutral,Annual,0,,,,489,489,Not Rated W,Workload Measure,AGENCY MANAGEMENT,92
2012,RM0,DBH,"Behavioral Health, Department of",MHSD productivity hours per month per FTE,Raw Number,Outcome,Up is Better,Quarterly,83,69.500000,66.5,66,72,274, > 100%,Fully Achieved,MENTAL HEALTH SERVICES AND SUPPORTS               ,93
2012,RM0,DBH,"Behavioral Health, Department of","Medication variances per 1,000 patient days",Percentage,Efficiency,Down is Better,Quarterly,2.38,0.140000,0.07,0.09,0.07,0.09, > 100%,Fully Achieved,SAINT ELIZABETHS HOSPITAL,94
2012,RM0,DBH,"Behavioral Health, Department of",Mental Health Services Division (MHSD ) intake/Same Day Service Urgent Care Clinic � adults,Raw Number,Outcome,Neutral,Annual,0,,,,3083,3083,Not Rated W,Workload Measure,AGENCY MANAGEMENT,95
2012,RM0,DBH,"Behavioral Health, Department of",Method to assess need for supported employment and referral of consumers to service,Percentage,Outcome,Up is Better,Annual,60,,,,16.83,16.83,28.05%,Not Achieved,MENTAL HEALTH SERVICES AND SUPPORTS               ,96
2012,RM0,DBH,"Behavioral Health, Department of",Number of Comprehensive Psychiatric Emergency Program (CPEP) visits   ,Raw Number,Outcome,Neutral,Annual,0,,,,3925,3925,Not Rated W,Workload Measure,AGENCY MANAGEMENT,97
2012,RM0,DBH,"Behavioral Health, Department of",Number of adult consumers served,Raw Number,Outcome,Neutral,Annual,0,,,,18708,18708,Not Rated W,Workload Measure,AGENCY MANAGEMENT,98
2012,RM0,DBH,"Behavioral Health, Department of",Number of adult mobile crisis team visits ,Raw Number,Outcome,Neutral,Annual,0,,,,1094,1094,Not Rated W,Workload Measure,AGENCY MANAGEMENT,99
2012,RM0,DBH,"Behavioral Health, Department of",Number of child and youth consumers served,Raw Number,Outcome,Neutral,Annual,0,,,,4480,4480,Not Rated W,Workload Measure,AGENCY MANAGEMENT,100
2012,RM0,DBH,"Behavioral Health, Department of",Number of child mobile crisis team visits ,Raw Number,Outcome,Neutral,Annual,0,,,,658,658,Not Rated W,Workload Measure,AGENCY MANAGEMENT,101
2012,RM0,DBH,"Behavioral Health, Department of",Number of claims audits conducted ,Raw Number,Outcome,Neutral,Annual,0,,,,41,41,Not Rated W,Workload Measure,AGENCY MANAGEMENT,102
2012,RM0,DBH,"Behavioral Health, Department of","Patient injuries per 1,000 patient days",Percentage,Outcome,Down is Better,Quarterly,0.28,0.020000,0.03,0.04,0.01,0.03, > 100%,Fully Achieved,SAINT ELIZABETHS HOSPITAL,103
2012,RM0,DBH,"Behavioral Health, Department of",Provider average financial score,Percentage,Outcome,Up is Better,Annual,85,,,,,0,No Data,Not Rated Insufficient Data,MENTAL HEALTH AUTHORITY,104
2012,RM0,DBH,"Behavioral Health, Department of",Total inpatients served per day,Raw Number,Outcome,Down is Better,Annual,291,,,,277,277, > 100%,Fully Achieved,SAINT ELIZABETHS HOSPITAL,105
2012,RM0,DBH,"Behavioral Health, Department of",Unique patients restrained once during month,Percentage,Outcome,Down is Better,Quarterly,0.4,0.100000,0,0.11,0.32,0.13, > 100%,Fully Achieved,SAINT ELIZABETHS HOSPITAL,106
2012,RM0,DBH,"Behavioral Health, Department of",Unique patients secluded once during month,Percentage,Outcome,Down is Better,Quarterly,0.6,0.830000,0.76,0.66,0.11,0.59, > 100%,Fully Achieved,SAINT ELIZABETHS HOSPITAL,107
2012,BE0,DCHR,"Human Resources, Department of",# Alcohol tests of incumbents,Raw Number,Output,Up is Better,Quarterly,374,78,43,55,264,440, > 100%,Fully Achieved,COMPLIANCE AND LEGAL ADMINISTRATION               ,108
2012,BE0,DCHR,"Human Resources, Department of",# Criminal background checks of applicants,Raw Number,Output,Up is Better,Quarterly,1015,88,455,721,106,1370, > 100%,Fully Achieved,COMPLIANCE AND LEGAL ADMINISTRATION               ,109
2012,BE0,DCHR,"Human Resources, Department of",# Criminal background checks of incumbent employees,Raw Number,Output,Up is Better,Quarterly,750,45,19,365,564,993, > 100%,Fully Achieved,COMPLIANCE AND LEGAL ADMINISTRATION               ,110
2012,BE0,DCHR,"Human Resources, Department of",# Criminal background checks of volunteers,Raw Number,Output,Up is Better,Quarterly,2500,83,97,697,353,1230,49.20%,Not Achieved,COMPLIANCE AND LEGAL ADMINISTRATION               ,111
2012,BE0,DCHR,"Human Resources, Department of",# Drug tests of applicants,Raw Number,Output,Up is Better,Quarterly,1200,516,275,892,130,1813, > 100%,Fully Achieved,COMPLIANCE AND LEGAL ADMINISTRATION               ,112
2012,BE0,DCHR,"Human Resources, Department of",# Drug tests of incumbents,Raw Number,Output,Up is Better,Quarterly,1208,556,245,252,300,1353, > 100%,Fully Achieved,COMPLIANCE AND LEGAL ADMINISTRATION               ,113
2012,BE0,DCHR,"Human Resources, Department of",# job specifications in District,Raw Number,Output,Down is Better,Quarterly,2000,4322,0,0,0,4322,46%,Not Achieved,COMPENSATION AND CLASSIFICATION,114
2012,BE0,DCHR,"Human Resources, Department of",# of HR Advisors and other management staff trained on position management,Raw Number,Output,Neutral,Quarterly,90,5,10,0,0,15,Not Rated B,Baseline Measure,COMPENSATION AND CLASSIFICATION,115
2012,BE0,DCHR,"Human Resources, Department of",# of audit reports submitted to agency leadership on compensation and classification issues.,Raw Number,Output,Down is Better,Quarterly,4,0,2,0,1,3, > 100%,Fully Achieved,COMPENSATION AND CLASSIFICATION,116
2012,BE0,DCHR,"Human Resources, Department of",# of audits conducted in District government agencies,Raw Number,Output,Up is Better,Quarterly,4,0,0,0,4,4,100.00%,Fully Achieved,AGENCY MANAGEMENT PROGRAM,117
